nivel_escolar,duracion_estimada_min,numero_paginas,numero_items,porcentaje_visual,densidad_simbolos,prop_operaciones_aritmeticas,prop_fracciones_decimales,prop_variables_algebraicas,prop_ecuaciones,prop_patrones_funciones,prop_figuras_geometricas,prop_medicion_angulos,prop_coordenadas,prop_tablas_graficos,prop_estadistica_descriptiva,prop_probabilidad,prop_contexto_problemas,dificultad_estimada,ejemplos_resueltos,elementos_visuales,indice_interactividad,categoria_curricular
8,35,13,17,74.1,0.1384,0.1798,0.1272,0.058,0.0739,0.1172,0.7737,0.3738,0.3968,0.3185,0.1314,0.1554,0.4851,2,2,5,0.3801,2
8,45,9,24,71.76,0.3617,0.6765,0.2961,0.1761,0.2699,0.6162,0.5133,0.1287,0.2498,0.377,0.0742,0.1949,0.6328,2,4,8,0.2123,0
12,51,8,31,48.64,0.4207,0.5638,0.6045,0.4814,0.2311,0.293,0.2478,0.1984,0.5705,0.3205,0.105,0.2925,0.5391,3,5,7,0.483,0
5,21,3,9,48.21,0.0324,0.077,0.2854,0.1374,0.2056,0.1907,0.1281,0.2244,0.3212,0.5003,0.7853,0.5576,0.505,1,2,8,0.5402,3
9,45,10,16,77.85,0.2729,0.3595,0.5222,0.1077,0.1706,0.1861,0.4089,0.7597,0.3907,0.5475,0.1767,0.4191,0.6869,3,4,12,0.567,2
6,21,10,8,60.07,0.2541,0.3182,0.4605,0.5294,0.1717,0.4361,0.5074,0.4084,0.4838,0.251,0.6406,0.5129,0.493,2,2,5,0.636,2
5,44,14,20,75.13,0.2526,0.1304,0.1824,0.111,0.4084,0.2922,0.3532,0.4597,0.0883,0.6487,0.6577,0.3094,0.5433,2,4,7,0.8194,0
7,39,12,15,66.11,0.6115,0.4646,0.4067,0.2174,0.6309,0.1505,0.4846,0.3431,0.2868,0.2619,0.1807,0.4115,0.408,2,4,5,0.284,0
7,18,5,11,39.04,0.6056,0.657,0.7052,0.31,0.2085,0.4021,0.1033,0.2254,0.284,0.3742,0.3501,0.0611,0.3144,1,2,9,0.6909,0
11,36,9,21,65.68,0.2883,0.4656,0.2961,0.0852,0.1141,0.4012,0.4413,0.2031,0.3422,0.3739,0.718,0.2229,0.5087,2,3,7,0.5804,0
9,42,12,19,58.0,0.3917,0.2027,0.2917,0.1051,0.1631,0.6674,0.7334,0.6669,0.2142,0.2742,0.1507,0.2705,0.3501,2,5,12,0.3945,2
6,35,15,20,37.24,0.6421,0.0823,0.3876,0.6956,0.7806,0.4629,0.0262,0.1229,0.3055,0.6262,0.6074,0.2701,0.4948,3,3,4,0.5379,1
7,39,9,19,29.72,0.4993,0.6027,0.8392,0.6087,0.0628,0.6261,0.1265,0.2063,0.4664,0.2556,0.2499,0.1008,0.4342,2,4,8,0.0896,0
9,36,17,16,77.41,0.5587,0.6208,0.3896,0.2977,0.2653,0.1062,0.6973,0.4423,0.2615,0.3914,0.6124,0.5145,0.5216,3,3,8,0.3007,3
5,31,10,20,38.85,0.294,0.5615,0.2379,0.3467,0.1175,0.3838,0.223,0.1155,0.172,0.148,0.241,0.1088,0.6575,2,5,7,0.4373,0
10,12,7,9,46.02,0.4221,0.1947,0.2686,0.4611,0.4141,0.4369,0.1419,0.1197,0.6031,0.1908,0.191,0.0721,0.1432,2,0,8,0.4017,1
6,42,9,19,44.87,0.3988,0.7492,0.3652,0.3616,0.3082,0.4076,0.4204,0.5506,0.4485,0.1407,0.2501,0.3594,0.4187,2,2,4,0.4892,0
8,51,16,22,36.87,0.4225,0.5495,0.1606,0.36,0.3087,0.0604,0.358,0.1681,0.2076,0.4105,0.5335,0.4467,0.6272,3,5,5,0.3577,3
11,33,19,18,38.95,0.5788,0.3723,0.6544,0.6078,0.3203,0.7633,0.1081,0.3057,0.2331,0.2057,0.8202,0.0515,0.3343,2,1,6,0.2929,1
8,57,21,23,44.9,0.3609,0.7706,0.7079,0.3642,0.1712,0.1752,0.2975,0.481,0.0784,0.1322,0.1373,0.278,0.5698,3,3,6,0.324,0
5,40,8,22,60.08,0.4681,0.3401,0.2111,0.462,0.6316,0.3997,0.2222,0.454,0.3599,0.3797,0.1417,0.454,0.5644,2,4,8,0.1579,3
7,25,4,18,45.78,0.5995,0.9119,0.3358,0.3738,0.525,0.52,0.356,0.2369,0.0885,0.2178,0.3388,0.3497,0.7025,2,5,10,0.5692,0
5,30,7,13,41.49,0.5101,0.3742,0.3429,0.3362,0.5667,0.5222,0.2639,0.1249,0.3572,0.4863,0.6849,0.1019,0.4903,1,0,7,0.3598,1
12,46,20,25,46.0,0.4842,0.3652,0.4848,0.4234,0.4657,0.5011,0.2883,0.4015,0.2357,0.2698,0.291,0.2448,0.388,4,3,4,0.4327,1
11,38,19,27,46.2,0.5145,0.6999,0.5896,0.4271,0.2179,0.0844,0.2338,0.5183,0.188,0.3378,0.3253,0.3003,0.5098,4,5,2,0.1359,0
8,34,9,24,62.68,0.382,0.7751,0.7827,0.3168,0.0843,0.461,0.2731,0.547,0.5457,0.7575,0.1399,0.1373,0.5919,2,4,8,0.7738,0
8,29,9,23,77.33,0.2554,0.1715,0.2821,0.2651,0.5672,0.4339,0.4206,0.2458,0.1926,0.634,0.7474,0.6228,0.5615,2,3,8,0.3055,3
9,29,15,19,60.2,0.5258,0.5398,0.4164,0.1933,0.3302,0.2652,0.6933,0.7487,0.5421,0.008,0.1558,0.4848,0.4218,2,4,10,0.1292,2
11,37,14,17,49.73,0.4727,0.3151,0.5248,0.325,0.5525,0.6152,0.0701,0.455,0.2267,0.5374,0.7099,0.4213,0.4615,3,2,4,0.1385,3
5,20,8,10,81.35,0.3278,0.2283,0.2316,0.1576,0.0757,0.5085,0.849,0.4893,0.3683,0.1222,0.2299,0.3001,0.4058,2,3,8,0.3643,2
8,26,5,18,33.17,0.5285,0.5013,0.3088,0.5018,0.4533,0.2293,0.4233,0.5802,0.7204,0.1965,0.2768,0.1814,0.6494,2,2,5,0.4264,2
11,25,18,14,49.64,0.3253,0.5765,0.5791,0.3497,0.2675,0.4633,0.4261,0.127,0.3748,0.1425,0.3668,0.1124,0.2984,3,5,6,0.2594,0
10,39,13,19,62.94,0.4576,0.4245,0.2333,0.4536,0.1116,0.6275,0.4122,0.3017,0.4592,0.155,0.2485,0.076,0.3219,3,4,9,0.6428,1
5,40,17,20,60.51,0.4649,0.2569,0.287,0.5861,0.1543,0.2933,0.6641,0.2226,0.7306,0.4374,0.3089,0.2817,0.595,2,5,7,0.4232,2
12,51,11,22,44.7,0.3472,0.146,0.4206,0.3838,0.4748,0.3811,0.4438,0.3921,0.5725,0.4639,0.1692,0.2238,0.4028,3,1,7,0.183,2
12,45,16,24,77.46,0.3178,0.4304,0.2213,0.0685,0.288,0.1962,0.5706,0.7073,0.5812,0.2048,0.3699,0.2053,0.376,3,3,9,0.3774,2
11,38,20,21,50.84,0.5439,0.696,0.6906,0.2576,0.2066,0.3833,0.3018,0.3139,0.2002,0.324,0.1325,0.1168,0.6017,3,5,10,0.3647,0
12,52,24,30,46.94,0.5039,0.4884,0.321,0.4033,0.5444,0.2073,0.1925,0.4877,0.3618,0.6126,0.8189,0.4135,0.6396,4,6,4,0.542,3
10,36,13,13,50.39,0.5031,0.8101,0.5256,0.1349,0.3265,0.0721,0.2818,0.5283,0.0279,0.1711,0.4094,0.0708,0.5524,2,4,4,0.8356,0
8,37,10,18,61.8,0.58,0.8539,0.6671,0.2914,0.1861,0.3758,0.5384,0.0865,0.3692,0.1197,0.3254,0.2732,0.5087,2,3,10,0.4585,0
12,61,21,33,73.04,0.314,0.2572,0.6392,0.2625,0.2379,0.3342,0.6137,0.6212,0.4654,0.3462,0.0679,0.2511,0.6103,4,5,9,0.3583,2
12,46,15,23,69.39,0.3871,0.3777,0.1136,0.5904,0.3276,0.0536,0.8695,0.6239,0.4362,0.1087,0.532,0.2407,0.4477,3,2,9,0.1739,2
6,38,12,23,55.58,0.2178,0.2061,0.3359,0.3904,0.2474,0.5392,0.1725,0.1802,0.3803,0.5575,0.3291,0.4155,0.5894,2,3,10,0.4381,3
6,34,3,20,60.33,0.6416,0.2343,0.385,0.3478,0.777,0.3578,0.6011,0.0541,0.397,0.274,0.202,0.3931,0.3062,2,2,6,0.4127,1
6,30,14,14,70.97,0.5823,0.8471,0.6405,0.3777,0.4099,0.2343,0.1573,0.3197,0.2194,0.4228,0.1163,0.1792,0.6352,2,4,8,0.7626,0
9,49,6,30,37.48,0.4097,0.3515,0.2057,0.2145,0.2682,0.0869,0.1018,0.1009,0.138,0.6873,0.395,0.6059,0.5509,2,4,7,0.2299,3
8,34,17,20,66.21,0.2822,0.3545,0.2396,0.3372,0.0456,0.114,0.2708,0.5358,0.1495,0.5106,0.6002,0.7921,0.374,2,3,9,0.3163,3
6,47,5,16,52.08,0.3046,0.4057,0.4013,0.5866,0.402,0.5793,0.2942,0.2514,0.2398,0.1003,0.2459,0.2116,0.3185,2,1,6,0.2952,1
12,36,23,21,70.33,0.1982,0.3309,0.2417,0.4785,0.0816,0.1547,0.7562,0.3131,0.566,0.3353,0.3065,0.1835,0.3757,3,4,10,0.7685,2
12,42,20,22,43.85,0.542,0.4603,0.4744,0.4759,0.6263,0.1514,0.2036,0.4156,0.1584,0.408,0.3001,0.6623,0.6795,4,2,4,0.5974,1
7,22,13,10,34.78,0.396,0.8865,0.4056,0.2287,0.215,0.4252,0.4188,0.089,0.2998,0.1561,0.4793,0.1298,0.4384,1,3,2,0.3812,0
10,51,16,30,69.61,0.3605,0.0381,0.2144,0.4462,0.396,0.1409,0.6458,0.798,0.2914,0.3448,0.2413,0.3641,0.4479,4,1,7,0.3736,2
9,40,15,22,44.34,0.7873,0.9341,0.555,0.5235,0.4627,0.5823,0.4149,0.2072,0.1504,0.1084,0.0666,0.0737,0.6434,2,3,8,0.3557,0
12,40,16,21,53.35,0.5933,0.5857,0.2108,0.2994,0.7235,0.5975,0.5146,0.2433,0.4589,0.5917,0.0352,0.1351,0.6043,3,5,8,0.5698,1
12,54,22,28,25.37,0.4409,0.2738,0.3492,0.7037,0.5228,0.7874,0.1971,0.2124,0.4136,0.3499,0.227,0.5356,0.4053,4,3,4,0.3624,1
6,33,8,20,62.79,0.5292,0.33,0.5537,0.7175,0.4543,0.6295,0.5715,0.1246,0.2342,0.4434,0.2518,0.1094,0.4904,2,3,5,0.3004,1
12,33,16,26,60.27,0.2908,0.4742,0.7116,0.2396,0.1329,0.1441,0.1251,0.674,0.1156,0.5942,0.6907,0.702,0.6828,3,3,10,0.3756,3
9,37,23,19,62.36,0.5213,0.2473,0.1983,0.2862,0.2872,0.3704,0.3489,0.2994,0.1165,0.7215,0.377,0.3826,0.1974,3,3,9,0.4656,3
7,20,8,10,48.33,0.4624,0.1791,0.3474,0.4799,0.087,0.6087,0.0249,0.4531,0.338,0.4654,0.894,0.5544,0.4722,2,4,6,0.4504,3
7,43,18,20,48.9,0.4804,0.3613,0.324,0.7002,0.2116,0.6972,0.5032,0.0663,0.3595,0.2584,0.1988,0.1532,0.4555,3,3,8,0.5082,1
8,50,16,29,25.46,0.4671,0.2857,0.9216,0.4193,0.1741,0.1394,0.0945,0.4106,0.5175,0.204,0.3288,0.0918,0.5676,3,6,5,0.4089,0
8,42,17,22,53.3,0.5728,0.3998,0.5065,0.8738,0.4883,0.6751,0.3132,0.3105,0.5021,0.4714,0.2495,0.1424,0.551,3,2,8,0.4189,1
5,43,15,20,53.0,0.5573,0.5618,0.5274,0.6819,0.4083,0.7753,0.6482,0.0504,0.2958,0.2437,0.1379,0.1488,0.4061,3,2,7,0.3648,1
11,43,15,27,63.53,0.4321,0.2056,0.2971,0.2014,0.2286,0.3144,0.3595,0.4556,0.5388,0.0326,0.3488,0.227,0.3125,3,3,12,0.4578,2
11,31,7,20,81.93,0.3662,0.2075,0.1791,0.5365,0.1387,0.2118,0.6664,0.7614,0.6517,0.458,0.3003,0.083,0.5608,3,2,10,0.5337,2
6,34,12,18,60.12,0.3349,0.421,0.0845,0.3462,0.1773,0.084,0.7095,0.7049,0.2195,0.1583,0.5277,0.0414,0.6033,2,3,4,0.6785,2
5,15,16,13,79.1,0.2886,0.2259,0.2784,0.4276,0.1776,0.4895,0.7206,0.7059,0.8587,0.3546,0.3876,0.1656,0.4456,2,2,10,0.3479,2
8,45,19,25,50.03,0.6371,0.6304,0.7464,0.3872,0.382,0.411,0.2748,0.3503,0.0776,0.3366,0.3934,0.2177,0.4904,3,4,9,0.5193,0
12,48,21,23,45.37,0.392,0.2734,0.0414,0.1513,0.2575,0.2137,0.3949,0.5328,0.3769,0.4496,0.2525,0.3527,0.3658,3,4,3,0.4238,2
12,44,20,23,60.65,0.3762,0.484,0.1021,0.1893,0.2521,0.3789,0.064,0.5638,0.4071,0.7815,0.7076,0.3716,0.5876,3,6,8,0.4222,3
8,40,14,24,41.16,0.5028,0.702,0.624,0.2702,0.2464,0.66,0.6235,0.3914,0.1097,0.197,0.4421,0.4601,0.5637,2,4,5,0.1537,0
11,33,13,19,61.28,0.5796,0.483,0.4463,0.6699,0.5036,0.6542,0.2864,0.2813,0.4609,0.5275,0.4645,0.1577,0.3837,3,3,7,0.2864,1
12,51,20,22,41.94,0.5486,0.2437,0.2248,0.7382,0.5479,0.7455,0.2157,0.1434,0.219,0.5272,0.2398,0.2403,0.2375,3,3,6,0.463,1
8,30,5,20,66.49,0.3332,0.4303,0.2718,0.348,0.2898,0.067,0.4897,0.6462,0.6545,0.4617,0.2656,0.158,0.3794,2,3,8,0.1681,2
5,54,9,31,51.01,0.5782,0.5176,0.4341,0.7615,0.3683,0.6393,0.4329,0.2893,0.3218,0.0719,0.1058,0.3972,0.2363,2,3,6,0.2544,1
6,10,10,13,87.62,0.2872,0.233,0.6661,0.2059,0.2601,0.0841,0.8673,0.5884,0.6695,0.3976,0.3704,0.2294,0.4424,1,3,16,0.6208,2
5,10,3,8,26.45,0.5383,0.2838,0.1958,0.5914,0.3726,0.572,0.2093,0.0576,0.6253,0.2292,0.2905,0.206,0.4065,1,1,3,0.1364,1
12,62,20,36,64.82,0.4901,0.2547,0.4828,0.6494,0.4644,0.2022,0.4542,0.4091,0.024,0.3049,0.7211,0.5241,0.5725,4,3,8,0.3205,3
8,61,17,25,47.76,0.503,0.3102,0.5958,0.2227,0.3077,0.1236,0.0501,0.0191,0.4172,0.6561,0.5783,0.855,0.4091,3,2,7,0.5139,3
5,10,4,9,48.42,0.3053,0.3605,0.5693,0.5905,0.1812,0.5136,0.0501,0.4395,0.0253,0.2887,0.1662,0.1406,0.3071,1,4,6,0.5194,0
5,29,13,13,34.62,0.7031,0.306,0.0971,0.5402,0.874,0.5898,0.0733,0.1532,0.1924,0.3778,0.3832,0.1463,0.3921,2,3,5,0.7691,1
5,23,13,13,76.76,0.4195,0.2743,0.463,0.4907,0.3344,0.364,0.6512,0.0896,0.3458,0.7809,0.31,0.2532,0.4156,2,2,14,0.3704,3
5,37,12,19,48.35,0.6232,0.2367,0.1483,0.6142,0.3881,0.7503,0.3167,0.3106,0.1853,0.4235,0.1192,0.1654,0.2579,2,0,5,0.2025,1
11,47,20,27,76.89,0.2338,0.2654,0.5677,0.2715,0.1063,0.0442,0.7794,0.6598,0.1353,0.2588,0.0927,0.3991,0.3606,3,1,11,0.4155,2
10,36,16,23,65.12,0.3569,0.3404,0.3242,0.3097,0.4075,0.4784,0.2296,0.3499,0.373,0.8491,0.8572,0.4758,0.6833,3,4,7,0.6824,3
12,34,8,23,55.87,0.4082,0.6676,0.625,0.3048,0.3694,0.2043,0.1941,0.111,0.1009,0.2896,0.3109,0.0409,0.5081,3,4,7,0.6798,0
9,29,12,13,47.41,0.2854,0.3123,0.0702,0.0403,0.1951,0.4951,0.1457,0.3907,0.3457,0.5316,0.3969,0.631,0.537,2,4,8,0.3338,3
10,31,15,12,39.73,0.5371,0.4198,0.7369,0.4839,0.762,0.393,0.1808,0.2726,0.2966,0.4071,0.1498,0.0578,0.6814,2,2,4,0.3065,1
10,50,22,28,80.35,0.4313,0.209,0.3988,0.267,0.1109,0.228,0.4854,0.2898,0.3589,0.7829,0.6823,0.3199,0.2878,3,4,9,0.2683,3
8,42,18,20,32.56,0.4823,0.2065,0.532,0.6226,0.5436,0.331,0.4121,0.6104,0.2166,0.2901,0.399,0.1816,0.5901,3,2,6,0.535,1
10,34,18,19,47.59,0.5847,0.2738,0.4384,0.5502,0.6512,0.7138,0.2472,0.3199,0.2207,0.3435,0.0671,0.1377,0.5401,4,4,7,0.3066,1
5,27,15,17,64.62,0.3432,0.244,0.145,0.099,0.3666,0.2573,0.9208,0.5286,0.5227,0.1905,0.1966,0.3906,0.6611,2,2,9,0.4195,2
7,26,12,12,70.6,0.1561,0.1021,0.4632,0.0871,0.3156,0.2261,0.451,0.5957,0.5999,0.4718,0.1264,0.2648,0.3293,2,1,9,0.5143,2
8,59,9,31,41.92,0.3823,0.5514,0.265,0.3351,0.1953,0.6893,0.2103,0.1755,0.1289,0.4826,0.419,0.1983,0.5465,3,5,7,0.2767,0
11,27,10,17,45.04,0.5158,0.152,0.2068,0.4079,0.5723,0.2845,0.1993,0.1692,0.442,0.3222,0.444,0.2997,0.2971,3,4,7,0.6394,1
5,39,10,18,69.41,0.5342,0.511,0.3764,0.1256,0.1175,0.1568,0.13,0.2576,0.1201,0.8211,0.751,0.5728,0.6347,2,4,7,0.4292,3
6,34,6,10,55.48,0.3863,0.2755,0.2894,0.1862,0.1164,0.4285,0.6005,0.2279,0.0234,0.2908,0.3165,0.105,0.3815,1,4,10,0.2191,0
9,49,12,28,31.77,0.5263,0.3897,0.2081,0.7734,0.6148,0.2398,0.2194,0.028,0.2575,0.0799,0.178,0.2937,0.7617,3,4,7,0.3416,1
11,33,15,26,56.68,0.3055,0.8591,0.3798,0.2298,0.3135,0.2523,0.1833,0.4791,0.1842,0.4322,0.3035,0.2176,0.6447,3,4,9,0.5953,0
5,14,10,6,38.26,0.3688,0.4765,0.1105,0.2918,0.1678,0.2043,0.2133,0.3446,0.4027,0.6229,0.1571,0.7825,0.478,2,2,2,0.4851,3
10,35,3,14,63.56,0.617,0.3537,0.5148,0.4779,0.6226,0.2633,0.5561,0.2945,0.4774,0.4275,0.0557,0.0944,0.3754,2,1,9,0.5859,1
12,51,19,30,68.04,0.4905,0.3531,0.1992,0.711,0.4865,0.6693,0.4336,0.5909,0.5065,0.3614,0.1035,0.2975,0.5782,4,2,7,0.4111,1
12,48,17,26,52.2,0.6097,0.0414,0.512,0.7013,0.5697,0.5898,0.2673,0.0923,0.088,0.3779,0.4062,0.233,0.3538,4,2,5,0.5251,1
8,28,7,17,60.85,0.2786,0.4017,0.5373,0.3005,0.1202,0.2941,0.0915,0.2916,0.061,0.7819,0.3414,0.3942,0.4036,1,2,8,0.5066,0
11,24,10,15,37.35,0.2691,0.6049,0.61,0.1653,0.1405,0.1234,0.1458,0.2372,0.1293,0.2252,0.4483,0.1026,0.5813,2,4,6,0.4861,0
12,36,15,28,73.24,0.3231,0.264,0.3026,0.3089,0.1451,0.2659,0.4701,0.2023,0.3428,0.6633,0.6592,0.2235,0.6541,3,6,12,0.8985,3
9,34,17,20,61.04,0.359,0.3346,0.0857,0.7648,0.2694,0.1296,0.3925,0.6477,0.2846,0.3874,0.2353,0.176,0.2325,3,4,8,0.2338,1
11,43,14,22,46.55,0.5455,0.3853,0.388,0.6338,0.6169,0.7438,0.2453,0.3694,0.2882,0.1213,0.1688,0.0374,0.4681,3,5,8,0.4652,1
10,43,11,22,18.67,0.6186,0.6853,0.346,0.6356,0.5831,0.4568,0.0761,0.2751,0.3815,0.3391,0.3616,0.2449,0.6215,3,4,4,0.7304,1
12,39,10,15,48.47,0.3422,0.5734,0.5026,0.2662,0.3267,0.2727,0.195,0.5835,0.3421,0.2018,0.235,0.2782,0.5921,2,3,6,0.4835,0
7,36,5,19,62.44,0.2568,0.2406,0.1434,0.1515,0.0554,0.185,0.2136,0.3148,0.2566,0.6918,0.3328,0.6211,0.6363,1,3,9,0.414,3
11,46,16,22,61.66,0.5577,0.2962,0.5003,0.5648,0.2891,0.3973,0.1682,0.1524,0.3272,0.6264,0.3487,0.232,0.389,3,1,5,0.6031,3
12,30,16,20,72.93,0.5423,0.5509,0.1925,0.4212,0.3955,0.2412,0.5385,0.4564,0.5014,0.5115,0.2105,0.1084,0.5023,3,4,9,0.5944,2
6,37,13,21,54.85,0.5638,0.2297,0.2181,0.2987,0.5611,0.4024,0.222,0.7471,0.8676,0.2395,0.3212,0.3962,0.4774,2,1,5,0.3082,2
8,31,10,17,70.3,0.5263,0.5623,0.1419,0.197,0.3112,0.5399,0.5966,0.5319,0.4033,0.2057,0.1372,0.2504,0.5261,1,5,10,0.3172,1
9,53,19,28,48.95,0.5461,0.5016,0.099,0.6197,0.6102,0.5915,0.2962,0.0649,0.4458,0.5014,0.3003,0.4845,0.6411,3,4,10,0.536,1
9,34,17,23,27.47,0.4741,0.7726,0.5754,0.5815,0.3037,0.1072,0.0584,0.1516,0.5093,0.2615,0.3626,0.122,0.532,3,2,4,0.2296,0
6,38,8,19,33.02,0.4031,0.6764,0.5777,0.1898,0.1816,0.2341,0.3546,0.7131,0.5244,0.1264,0.3832,0.1301,0.4515,2,2,3,0.2701,0
8,50,8,24,58.39,0.2989,0.3376,0.5496,0.1994,0.0824,0.3505,0.3125,0.243,0.4099,0.6749,0.3974,0.6132,0.7089,2,3,8,0.4251,3
12,47,24,22,58.01,0.3204,0.3556,0.1161,0.1754,0.6556,0.1313,0.2209,0.2998,0.2477,0.586,0.6293,0.2463,0.5011,4,3,8,0.6851,3
12,51,15,27,75.02,0.2589,0.1947,0.105,0.0963,0.1256,0.3173,0.3822,0.2974,0.3705,0.5799,0.3528,0.0229,0.421,3,3,7,0.2002,2
11,42,18,21,55.52,0.3226,0.4231,0.4675,0.0689,0.2254,0.3304,0.4982,0.6411,0.537,0.1639,0.1655,0.3801,0.4802,3,4,8,0.3529,2
6,23,12,9,62.57,0.5146,0.6582,0.7443,0.5492,0.2424,0.1238,0.454,0.3097,0.3601,0.3697,0.1335,0.29,0.4532,1,2,11,0.5833,0
5,37,9,16,72.15,0.429,0.2825,0.1937,0.3528,0.4409,0.0679,0.8211,0.8273,0.4918,0.1485,0.1689,0.012,0.4613,2,2,10,0.6745,2
6,34,17,13,67.46,0.5722,0.1882,0.2813,0.3002,0.4628,0.0906,0.2953,0.1716,0.2468,0.8475,0.7223,0.6622,0.4183,2,3,11,0.5889,3
7,32,20,25,52.72,0.43,0.1026,0.4078,0.3936,0.3462,0.2191,0.4707,0.1884,0.1289,0.5039,0.5772,0.6504,0.4515,3,3,9,0.7612,3
8,31,11,13,51.13,0.4737,0.56,0.4209,0.4357,0.4183,0.2835,0.1026,0.6103,0.2987,0.8608,0.1518,0.5291,0.3452,2,3,6,0.3307,0
7,43,19,29,52.66,0.5458,0.2552,0.2316,0.3904,0.8766,0.5021,0.5211,0.1624,0.1231,0.2826,0.5443,0.302,0.4875,3,3,9,0.3889,1
6,46,6,23,37.81,0.5717,0.235,0.4975,0.8481,0.5184,0.4085,0.2412,0.5643,0.3289,0.1041,0.1638,0.5223,0.5069,2,4,7,0.3727,1
9,38,20,23,78.42,0.3468,0.5871,0.4377,0.2439,0.3582,0.0162,0.3057,0.5929,0.0976,0.4508,0.4119,0.0555,0.5308,3,5,13,0.5399,0
5,18,9,13,53.25,0.5537,0.4366,0.1704,0.6859,0.3806,0.2778,0.4302,0.1532,0.4335,0.2266,0.3599,0.1425,0.5987,1,2,3,0.2755,1
8,26,12,18,37.1,0.5144,0.581,0.4552,0.881,0.1815,0.0692,0.0938,0.4223,0.3884,0.3694,0.2912,0.2613,0.5064,2,1,5,0.537,0
8,39,8,19,63.42,0.4716,0.4804,0.7516,0.3567,0.3286,0.1427,0.4921,0.6041,0.3133,0.3914,0.237,0.0571,0.5588,2,4,7,0.1313,0
8,40,7,21,51.57,0.4712,0.1447,0.3875,0.3316,0.6969,0.2922,0.4153,0.4082,0.3623,0.1083,0.7411,0.1589,0.4498,2,3,8,0.7695,1
12,40,17,19,64.16,0.2184,0.1552,0.5544,0.2527,0.3868,0.1753,0.5064,0.5399,0.3907,0.273,0.3163,0.4177,0.5148,3,4,11,0.6525,2
7,33,10,21,49.83,0.4279,0.5347,0.3034,0.0399,0.1695,0.6295,0.2664,0.0956,0.1373,0.5518,0.4665,0.5124,0.524,2,2,8,0.3652,3
12,24,4,14,64.72,0.2357,0.7883,0.488,0.13,0.1506,0.111,0.5535,0.4034,0.2011,0.6944,0.206,0.4711,0.5472,2,0,5,0.3996,0
12,29,14,23,60.52,0.4106,0.1898,0.3502,0.1647,0.209,0.0788,0.4448,0.7675,0.4839,0.2652,0.1432,0.1074,0.5419,3,5,10,0.5051,2
8,53,27,23,49.89,0.5281,0.4243,0.2165,0.5657,0.664,0.2909,0.3896,0.1761,0.044,0.1095,0.5252,0.4822,0.6204,4,4,6,0.6542,1
8,43,15,21,38.94,0.6568,0.2348,0.2799,0.808,0.7825,0.5864,0.1949,0.2373,0.2206,0.2009,0.139,0.2479,0.4401,3,5,5,0.4865,1
5,40,13,18,43.25,0.5837,0.5112,0.3331,0.7262,0.6017,0.584,0.4036,0.2176,0.0644,0.3175,0.2554,0.4656,0.6037,2,5,6,0.8267,1
7,55,11,25,34.25,0.4785,0.2681,0.2842,0.3809,0.4339,0.6876,0.3731,0.3372,0.2444,0.2644,0.191,0.1213,0.4862,2,2,5,0.0668,1
8,28,7,14,81.24,0.1671,0.0988,0.0944,0.3344,0.0522,0.4601,0.4992,0.3993,0.1468,0.8527,0.3443,0.4554,0.2763,2,2,9,0.3775,3
9,15,6,9,55.31,0.6637,0.8224,0.6138,0.1239,0.3353,0.3626,0.3498,0.4895,0.58,0.4113,0.1246,0.1576,0.3449,2,4,4,0.3927,0
7,39,12,27,38.86,0.608,0.438,0.2054,0.7727,0.6296,0.6258,0.4596,0.5656,0.4553,0.1986,0.5591,0.0657,0.681,2,4,9,0.5056,1
11,46,17,28,38.59,0.5303,0.3834,0.3024,0.5837,0.2305,0.5086,0.2676,0.3851,0.1999,0.3144,0.7022,0.394,0.5167,3,5,7,0.3081,1
7,37,11,20,51.3,0.2057,0.5129,0.396,0.2817,0.2312,0.2388,0.3555,0.6657,0.4154,0.2496,0.2625,0.32,0.5073,2,2,6,0.4473,0
9,26,15,21,54.86,0.6442,0.2517,0.4778,0.54,0.6259,0.667,0.2677,0.1179,0.483,0.3098,0.0594,0.1061,0.3574,3,1,6,0.5935,1
10,47,11,23,66.28,0.7038,0.8054,0.8257,0.3254,0.5003,0.2758,0.3532,0.2762,0.2104,0.4814,0.1387,0.4604,0.4927,3,4,8,0.5937,0
8,36,17,13,58.37,0.361,0.3794,0.3145,0.3145,0.2246,0.3803,0.1671,0.2695,0.2266,0.852,0.3958,0.4421,0.4577,2,3,10,0.4981,3
7,41,9,14,32.29,0.6753,0.5369,0.6478,0.6143,0.3711,0.4563,0.1497,0.4666,0.2378,0.3067,0.3033,0.0281,0.2793,2,3,7,0.3918,0
12,59,21,36,48.28,0.3418,0.2926,0.3068,0.4095,0.4479,0.0847,0.3664,0.0366,0.4025,0.3216,0.587,0.6971,0.5548,4,3,5,0.3128,3
9,45,8,21,49.31,0.7138,0.215,0.3387,0.7815,0.6179,0.2597,0.4841,0.3732,0.4496,0.3502,0.107,0.295,0.3858,3,3,3,0.5068,1
7,21,12,17,43.94,0.2687,0.0857,0.0738,0.2845,0.3026,0.2214,0.1129,0.1974,0.1052,0.6223,0.6846,0.8478,0.2954,2,1,5,0.412,3
9,38,6,26,39.72,0.2697,0.495,0.5806,0.3018,0.3992,0.2243,0.2804,0.3698,0.3274,0.1257,0.2326,0.1621,0.339,2,3,5,0.4343,0
